id,spkid,target_initials_1,target_initials_2,target_initials_3,spoken_initials_1,spoken_initials_2,spoken_initials_3,target_consonants_1,target_consonants_2,target_consonants_3,spoken_consonants1,spoken_consonants2,spoken_consonants3,target_tones_1,target_tones_2,target_tones_3,spoken_tones_1,spoken_tones_2,spoken_tones_3
5291,48,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
5292,48,c,c,c,c,c,c,an,an,an,an,an,an,1,1,1,1,1,1
5293,48,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
5294,48,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
5295,48,p,p,p,p,p,p,eng,eng,eng,ang,ang,ang,5,5,5,2,2,5
5296,48,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
5297,48,p,p,p,p,p,p,eng,eng,eng,ang,ang,eng,5,5,5,2,5,5
5298,48,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
5299,48,p,p,p,p,p,p,eng,eng,eng,ang,ang,ang,5,5,5,4,4,4
5300,48,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
5301,48,p,p,p,p,p,p,eng,eng,eng,ang,ang,eng,5,5,5,5,5,5
5302,48,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
5303,48,p,p,p,p,p,p,eng,eng,eng,eng,eng,eng,5,5,5,5,5,5
5304,48,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
5305,48,p,p,p,p,p,p,eng,eng,eng,ang,eng,eng,5,5,5,4,5,5
5306,48,p,p,p,p,p,p,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
5307,48,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,4,4,4,4,4,4
5308,48,p,p,p,p,p,p,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
5309,48,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,4,4,4,4,4,4
5310,48,t,t,t,t,t,t,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
5311,48,l,l,l,l,l,l,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
5312,48,c,c,c,c,c,c,ao,ao,ao,ao,ao,ao,3,3,3,3,3,3
5313,48,z,z,z,z,z,z,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
5314,48,z,z,z,z,z,z,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
5315,48,b,b,b,b,b,b,ing,ing,ing,ing,ing,ing,3,3,3,3,3,3
5316,48,d,d,d,d,d,d,a,a,a,a,a,a,4,4,4,4,4,4
5317,48,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
5318,48,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
5319,48,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
5320,48,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
5321,48,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
5322,48,j,j,j,j,j,j,v,v,v,v,v,v,2,2,2,2,2,2
5323,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5324,48,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
5325,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5326,48,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,4,4,4,4,4,4
5327,48,n,n,n,n,n,n,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
5328,48,ch,ch,ch,ch,ch,ch,ang,ang,ang,ang,ang,ang,3,3,3,2,3,3
5329,48,n,n,n,n,n,n,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
5330,48,ch,ch,ch,ch,ch,ch,ang,ang,ang,ang,ang,ang,3,3,3,3,3,3
5331,48,d,d,d,d,d,d,an,an,an,an,an,an,4,4,4,4,4,4
5332,48,g,g,g,g,g,g,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
5333,48,d,d,d,d,d,d,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
5334,48,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
5335,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5336,48,d,d,d,d,d,d,ong,ong,ong,ong,ong,ong,4,4,4,4,4,4
5337,48,零,零,零,零,零,零,u,u,u,u,u,u,4,4,4,4,4,4
5338,48,ch,ch,ch,ch,ch,ch,e,e,e,e,e,e,1,1,1,1,1,1
5339,48,零,零,零,零,零,零,e,e,e,e,e,e,4,4,4,4,4,4
5340,48,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
5341,48,零,零,零,零,零,零,e,e,e,e,e,e,2,2,2,2,2,2
5342,48,h,h,h,h,h,h,ei,ei,ei,ei,ei,ei,1,1,1,1,1,1
5343,48,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
5344,48,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
5345,48,zh,zh,zh,zh,zh,zh,en,en,en,en,en,en,1,1,1,1,1,1
5346,48,zh,zh,zh,zh,zh,zh,en,en,en,en,en,en,1,1,1,1,1,1
5347,48,r,r,r,r,r,r,en,en,en,en,en,en,2,2,2,2,2,2
5348,48,f,f,f,f,f,f,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
5349,48,f,f,f,f,f,f,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
5350,48,零,零,零,零,零,零,er,er,er,er,er,er,4,4,4,4,4,4
5351,48,零,零,零,零,零,零,er,er,er,er,er,er,3,3,3,3,3,3
5352,48,d,d,d,d,d,d,uo,uo,uo,uo,uo,uo,5,5,5,5,5,5
5353,48,m,m,m,*,m,m,u,u,u,u,u,u,4,4,4,4,4,4
5354,48,零,零,零,零,零,零,er,er,er,er,er,er,3,3,3,3,3,3
5355,48,f,f,f,f,f,f,u,u,u,u,u,u,3,3,3,3,3,3
5356,48,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,5,2,5
5357,48,g,g,g,g,g,g,ang,ang,ang,ang,ang,ang,1,1,1,1,1,1
5358,48,q,q,q,q,q,q,in,in,in,in,in,in,2,2,2,2,2,2
5359,48,g,g,g,g,g,g,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
5360,48,g,g,g,g,g,g,uang,uang,uang,uang,uang,uang,1,1,1,1,1,1
5361,48,g,g,g,g,g,g,uang,uang,uang,uang,uang,uang,1,1,1,1,1,1
5362,48,h,h,h,h,h,h,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
5363,48,m,m,m,m,m,m,a,a,a,a,a,a,3,3,3,3,3,3
5364,48,零,零,零,零,零,零,i,i,i,i,i,i,3,3,3,3,3,3
5365,48,零,零,零,零,零,零,v,v,v,v,v,v,4,4,4,4,4,4
5366,48,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
5367,48,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
5368,48,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
5369,48,m,m,m,*,m,m,i,i,i,i,i,i,3,3,3,3,3,3
5370,48,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
5371,48,x,x,x,x,x,x,ia,ia,ia,ia,ia,ia,1,1,1,1,1,1
5372,48,d,d,d,d,d,d,ian,ian,ian,ian,ian,ian,4,4,4,4,4,4
5373,48,ch,ch,ch,ch,ch,ch,i,i,i,i,i,i,2,2,2,2,2,2
5374,48,j,j,j,j,j,j,ian,ian,ian,ian,ian,ian,3,3,3,3,3,3
5375,48,d,d,d,d,d,d,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
5376,48,l,l,l,l,l,l,ian,ian,ian,ian,ian,ian,3,3,3,3,3,3
5377,48,b,b,b,b,b,b,ian,ian,ian,ian,ian,ian,1,1,1,1,1,1
5378,48,p,p,p,p,p,p,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
5379,48,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
5380,48,j,j,j,j,j,j,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
5381,48,q,q,q,x,x,q,iao,iao,iao,iao,iao,iao,2,2,2,2,2,2
5382,48,sh,sh,sh,sh,sh,sh,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
5383,48,b,b,b,b,b,b,iao,iao,iao,iao,iao,iao,3,3,3,3,3,3
5384,48,p,p,p,p,p,p,iao,iao,iao,iao,iao,iao,4,4,4,4,4,4
5385,48,p,p,p,p,p,p,iao,iao,iao,iao,iao,iao,4,4,4,4,4,4
5386,48,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,2,2,2,2,2,2
5387,48,q,q,q,q,q,q,vn,vn,vn,vn,vn,vn,2,2,2,2,2,2
5388,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5389,48,c,c,c,c,c,c,i,i,i,i,i,i,4,4,4,4,4,4
5390,48,零,零,零,零,零,零,ui,ui,ui,ui,ui,ui,5,5,5,5,5,5
5391,48,c,c,c,c,c,c,i,i,i,i,i,i,4,4,4,4,4,4
5392,48,零,零,零,零,零,零,ui,ui,ui,ui,ui,ui,5,5,5,5,5,5
5393,48,s,s,s,s,s,s,i,i,i,i,i,i,1,1,1,1,1,1
5394,48,j,j,j,j,j,j,i,i,i,i,i,i,1,1,1,1,1,1
5395,48,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,1,1,1,1,1,1
5396,48,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
5397,48,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
5398,48,p,p,p,p,p,p,in,in,in,in,in,in,1,1,1,1,1,1
5399,48,t,t,t,t,t,t,u,u,u,u,u,u,2,2,2,2,2,2
5400,48,x,x,x,x,x,x,in,in,in,in,in,in,1,1,1,1,1,1
5401,48,x,x,x,x,x,x,in,in,in,in,in,in,1,1,1,1,1,1
5402,48,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
5403,48,q,q,q,q,q,q,in,in,in,in,in,in,2,2,2,2,2,2
5404,48,j,j,j,j,j,j,ing,ing,ing,ing,ing,ing,4,4,4,4,4,4
5405,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5406,48,x,x,x,x,x,x,iong,iong,iong,iong,iong,iong,2,2,2,2,2,2
5407,48,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
5408,48,l,l,l,l,l,l,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
5409,48,l,l,l,l,l,l,ian,ian,ian,ian,ian,ian,2,2,2,2,2,2
5410,48,j,j,j,j,j,j,i,i,i,i,i,i,1,1,1,1,1,1
5411,48,j,j,j,j,j,j,v,v,v,v,v,v,2,2,2,2,2,2
5412,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5413,48,k,k,k,k,k,k,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
5414,48,q,q,q,q,q,q,ve,ve,ve,ve,ve,ve,4,4,4,4,4,4
5415,48,k,k,k,k,k,k,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
5416,48,l,l,l,l,l,l,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
5417,48,k,k,k,k,k,k,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
5418,48,zh,zh,zh,zh,zh,zh,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
5419,48,l,l,l,l,l,l,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
5420,48,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
5421,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5422,48,l,l,l,l,l,l,i,i,i,i,i,i,2,2,2,2,2,2
5423,48,l,l,l,l,l,l,i,i,i,i,i,i,2,2,2,2,2,2
5424,48,n,n,n,n,n,n,iao,iao,iao,iao,iao,iao,3,3,3,3,3,3
5425,48,m,m,m,m,m,m,o,o,o,o,o,o,2,2,2,2,2,2
5426,48,g,g,g,g,g,g,u,u,u,u,u,u,5,5,5,5,4,5
5427,48,t,t,t,t,t,t,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
5428,48,zh,zh,zh,zh,zh,zh,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
5429,48,zh,zh,zh,zh,zh,zh,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
5430,48,r,r,r,r,r,r,ou,ou,ou,ou,ou,ou,4,4,4,4,4,4
5431,48,零,零,零,零,零,零,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
5432,48,零,零,零,零,零,零,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
5433,48,sh,sh,sh,sh,sh,sh,ui,ui,ui,ui,ui,ui,3,3,3,2,2,3
5434,48,p,p,p,p,p,p,en,en,en,en,en,en,1,1,1,1,1,1
5435,48,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
5436,48,sh,sh,sh,sh,sh,sh,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
5437,48,q,q,q,ch,c,q,van,van,van,an,an,van,2,2,2,2,2,2
5438,48,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,5,4,5
5439,48,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
5440,48,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,5,4,5
5441,48,r,r,r,r,r,r,i,i,i,i,i,i,4,4,4,4,4,4
5442,48,l,l,l,l,l,l,i,i,i,i,i,i,4,4,4,4,4,4
5443,48,s,s,s,s,s,s,uan,uan,uan,uan,uan,uan,4,4,4,4,4,4
5444,48,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
5445,48,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
5446,48,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
5447,48,sh,sh,sh,sh,sh,sh,i,i,i,i,i,i,2,2,2,2,2,2
5448,48,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,5,4,5
5449,48,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
5450,48,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
5451,48,t,t,t,t,t,t,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
5452,48,g,g,g,g,g,g,u,u,u,u,u,u,3,3,3,3,3,3
5453,48,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
5454,48,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
5455,48,k,k,k,k,k,k,u,u,u,u,u,u,3,3,3,3,3,3
5456,48,g,g,g,g,g,g,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
5457,48,l,l,l,l,l,l,i,i,i,i,i,i,3,3,3,3,3,3
5458,48,h,h,h,h,h,h,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
5459,48,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,2,2,2,2,2,2
5460,48,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,5,5,5,5,5,5
5461,48,g,g,g,g,g,g,uai,uai,uai,uai,uai,uai,3,3,3,3,3,3
5462,48,g,g,g,g,g,g,un,un,un,un,un,un,4,4,4,4,4,4
5463,48,k,k,k,k,k,k,uai,uai,uai,uai,uai,uai,4,4,4,4,4,4
5464,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5465,48,k,k,k,k,k,k,uai,uai,uai,uai,uai,uai,4,4,4,4,4,4
5466,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5467,48,零,零,零,零,零,零,uan,uan,uan,uan,uan,uan,3,3,3,3,3,3
5468,48,ch,ch,ch,ch,ch,ch,uang,uang,uang,uang,uang,uang,2,2,2,2,2,2
5469,48,零,零,零,零,零,零,uang,uang,uang,uang,uang,uang,3,3,3,3,3,3
5470,48,ch,ch,ch,ch,ch,ch,uang,uang,uang,uang,uang,uang,1,1,1,1,1,1
5471,48,h,h,h,h,h,h,u,u,u,u,u,u,5,5,5,5,5,5
5472,48,t,t,t,t,t,t,ie,ie,ie,ie,ie,ie,3,3,3,3,3,3
5473,48,g,g,g,g,g,g,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
5474,48,z,z,z,z,z,z,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
5475,48,sh,sh,sh,sh,sh,sh,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
5476,48,l,l,l,l,l,l,un,un,un,un,un,un,2,2,2,2,2,2
5477,48,t,t,t,t,t,t,ai,ai,ai,ai,ai,ai,1,1,1,1,1,1
5478,48,h,h,h,h,h,h,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
5479,48,t,t,t,t,t,t,un,un,un,un,un,un,2,2,2,2,2,2
5480,48,zh,zh,zh,zh,zh,zh,uo,uo,uo,uo,uo,uo,1,1,1,1,1,1
5481,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5482,48,g,g,g,g,g,g,uo,uo,uo,uo,uo,uo,1,1,1,1,1,1
5483,48,b,b,b,b,b,b,o,o,o,o,o,o,1,1,1,1,1,1
5484,48,l,l,l,l,l,l,uo,uo,uo,uo,uo,uo,2,2,2,2,2,2
5485,48,k,k,k,k,k,k,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
5486,48,q,q,q,q,q,q,ve,ve,ve,ve,ve,ve,4,4,4,4,4,4
5487,48,t,t,t,t,t,t,uo,uo,uo,uo,uo,uo,2,2,2,2,2,2
5488,48,n,n,n,n,n,n,iao,iao,iao,iao,iao,iao,3,3,3,3,3,3
5489,48,t,t,t,t,t,t,uo,uo,uo,uo,uo,uo,2,2,2,2,2,2
5490,48,n,n,n,n,n,n,iao,iao,iao,iao,iao,iao,3,3,3,3,3,3
5491,48,零,零,零,零,零,零,v,v,v,v,v,v,4,4,4,4,4,4
5492,48,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
5493,48,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
5494,48,l,l,l,l,l,l,v,v,v,v,v,v,2,2,2,2,2,2
5495,48,l,l,l,l,l,l,v,v,v,v,v,v,2,2,2,2,2,2
5496,48,x,x,x,x,x,x,ve,ve,ve,ve,ve,ve,3,3,3,3,3,3
5497,48,x,x,x,x,x,x,ve,ve,ve,ve,ve,ve,3,3,3,3,3,3
5498,48,零,零,零,零,零,零,vn,vn,vn,vn,vn,vn,2,2,2,2,2,2
5499,48,zh,zh,zh,zh,zh,zh,ou,ou,ou,ou,ou,ou,1,1,1,1,1,1
5500,48,zh,zh,zh,zh,zh,zh,ou,ou,ou,ou,ou,ou,1,1,1,1,1,1
5501,48,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
5502,48,sh,sh,sh,sh,sh,sh,an,an,an,an,an,an,1,1,1,1,1,1
5503,48,sh,sh,sh,sh,sh,sh,an,an,an,an,an,an,1,1,1,1,1,1
5504,48,g,g,g,g,g,g,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
5505,48,z,z,z,z,z,z,i,i,i,i,i,i,3,3,3,4,5,3
5506,48,z,z,z,z,z,z,u,u,u,u,u,u,2,2,2,2,2,2
5507,48,q,q,q,q,q,q,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
5508,48,z,z,z,z,z,z,u,u,u,u,u,u,2,2,2,2,2,2
5509,48,q,q,q,q,q,q,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
5510,48,ch,ch,ch,ch,ch,ch,uan,uan,uan,uan,uan,uan,2,2,2,2,2,2
5511,48,m,m,m,m,m,m,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
5512,48,d,d,d,d,d,d,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
5513,48,q,q,q,q,q,q,ing,ing,ing,ing,ing,ing,1,1,1,1,1,1
5514,48,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
5515,48,k,k,k,k,k,k,e,e,e,e,e,e,1,1,1,1,1,1
5516,48,d,d,d,d,d,d,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
5517,48,k,k,k,k,k,k,e,e,e,e,e,e,1,1,1,1,1,1
5518,48,d,d,d,d,d,d,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
5519,48,c,c,c,c,c,c,ao,ao,ao,ao,ao,ao,3,3,3,3,3,3
5520,48,m,m,m,m,m,m,ei,ei,ei,ei,ei,ei,2,2,2,2,2,2
5521,48,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
5522,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5523,48,n,n,n,n,n,n,ing,ing,ing,ing,ing,ing,2,2,2,2,2,2
5524,48,m,m,m,m,m,m,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
5525,48,n,n,n,*,n,n,ing,ing,ing,ing,ing,ing,2,2,2,2,2,2
5526,48,m,m,m,m,m,m,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
5527,48,零,零,零,零,零,零,ia,ia,ia,ia,ia,ia,2,2,2,2,2,2
5528,48,ch,ch,ch,ch,ch,ch,i,i,i,i,i,i,3,3,3,3,2,3
5529,48,q,q,q,q,q,q,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
5530,48,q,q,q,q,q,q,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
5531,48,零,零,零,零,零,零,iao,iao,iao,iao,iao,iao,4,4,4,4,4,4
5532,48,p,p,p,p,p,p,ing,ing,ing,ing,ing,ing,2,2,2,2,2,2
5533,48,g,g,g,g,g,g,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
5534,48,q,q,q,q,q,q,iu,iu,iu,iu,iu,iu,1,1,1,1,1,1
5535,48,q,q,q,q,q,q,ian,ian,ian,ian,ian,ian,1,1,1,1,1,1
5536,48,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
5537,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5538,48,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
5539,48,f,f,f,f,f,f,an,an,an,an,an,an,4,4,4,4,4,4
5540,48,ch,ch,ch,ch,ch,ch,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
5541,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5542,48,ch,ch,ch,ch,ch,ch,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
5543,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5544,48,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,2,2,2,2,2,2
5545,48,p,p,p,p,p,p,u,u,u,u,u,u,2,2,2,2,2,2
5546,48,t,t,t,t,t,t,ao,ao,ao,ao,ao,ao,5,5,5,5,5,5
5547,48,s,s,s,s,s,s,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
5548,48,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,3,3,3,3,3,3
5549,48,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
5550,48,t,t,t,t,t,t,u,u,u,*,u,u,3,3,3,3,3,3
5551,48,zh,zh,zh,zh,zh,zh,ua,ua,ua,ua,ua,ua,3,3,3,3,3,3
5552,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5553,48,zh,zh,zh,zh,zh,zh,ua,ua,ua,ua,ua,ua,3,3,3,3,3,3
5554,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5555,48,zh,zh,zh,zh,zh,zh,ua,ua,ua,ua,ua,ua,3,3,3,3,3,3
5556,48,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,2,5
5557,40,t,t,t,t,t,t,a,a,a,a,a,a,3,3,3,3,3,3
5558,40,t,t,t,t,t,t,a,a,a,a,a,a,3,3,3,3,3,3
5559,40,sh,sh,sh,sh,sh,sh,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
5560,40,ch,ch,ch,ch,ch,ch,a,a,a,a,a,a,2,2,2,2,2,2
5561,40,ch,ch,ch,ch,ch,ch,a,a,a,a,a,a,2,2,2,2,2,2
5562,40,sh,sh,sh,sh,sh,sh,a,a,a,a,a,a,1,1,1,1,1,1
5563,40,f,f,f,f,f,f,a,a,a,a,a,a,1,1,1,1,1,1
5564,40,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
5565,40,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
5566,40,c,c,c,c,c,c,ai,ai,ai,ai,ai,ai,4,4,4,4,4,4
5567,40,c,c,c,c,c,c,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
5568,40,h,h,h,h,h,h,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
5569,40,ch,ch,ch,ch,ch,ch,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
5570,40,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
5571,40,c,c,c,c,c,c,an,an,an,an,an,an,2,2,2,2,2,2
5572,40,c,c,c,c,c,c,an,an,an,an,an,an,1,1,1,1,1,1
5573,40,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
5574,40,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
5575,40,p,p,p,p,p,p,eng,eng,eng,eng,eng,eng,5,5,5,5,5,5
5576,40,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,2,2,2,2,1,2
5577,40,p,p,p,p,p,p,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
5578,40,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,4,4,4,4,4,4
5579,40,p,p,p,p,p,p,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
5580,40,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,4,4,4,4,4,4
5581,40,t,t,t,t,t,t,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
5582,40,l,l,l,l,l,l,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
5583,40,c,c,c,c,c,c,ao,ao,ao,ao,ao,ao,3,3,3,3,3,3
5584,40,z,z,z,z,z,z,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
5585,40,z,z,z,z,z,z,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
5586,40,b,b,b,b,b,b,ing,ing,ing,ing,ing,ing,3,3,3,3,3,3
5587,40,d,d,d,d,d,d,a,a,a,a,a,a,4,4,4,4,4,4
5588,40,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
5589,40,d,d,d,d,d,d,a,a,a,a,a,a,4,4,4,4,4,4
5590,40,c,c,c,*,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
5591,40,s,s,s,s,s,s,uan,uan,uan,uan,uan,uan,4,4,4,4,4,4
5592,40,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
5593,40,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
